OID,API,LeaseName,WellNumber,WellStatus,WellType,WellTypeLa,OperatorCo,OperatorNa,FieldName,AreaName,District,CountyName,Section,Township,Range,BaseMeridi,Latitude,Longitude,GISSource,isConfiden,isDirectio,SpudDate,WellSymbol
-1,402120521,Angel Slough,1-Feb,Idle,DG,Dry Gas,C8720,"Crain Orchards, Inc.",Afton Gas,Main,Northern,Glenn,2,18N,01W,MD,39.44915771,-121.9462891,GPS,N,N,2/17/1988,IdleDG
-1,402120723,Kauai,1-Mar,Idle,DG,Dry Gas,R4085,"Royale Energy, Inc.",Afton Gas,Main,Northern,Glenn,3,18N,01W,MD,39.4406395,-121.951889,GPS,N,N,12/7/1999,IdleDG
-1,402120734,Lanai,3-Mar,Idle,DG,Dry Gas,R4085,"Royale Energy, Inc.",Afton Gas,Main,Northern,Glenn,3,18N,01W,MD,39.44717407,-121.9612732,GPS,N,N,5/13/2000,IdleDG
-1,402120815,Anacapa,4-Mar,Idle,DG,Dry Gas,R4085,"Royale Energy, Inc.",Afton Gas,Main,Northern,Glenn,3,18N,01W,MD,39.44322968,-121.9510422,GPS,N,N,11/6/2002,IdleDG
-1,402120034,Afton Community 3,1,Plugged,DH,Dry Hole,S3280,Shoshone Oil Corp.,Afton Gas,Main,Northern,Glenn,34,19N,01W,MD,39.45586395,-121.9494247,hud,N,N,12/12/1970,PluggedDH
-1,402100017,Afton Community 2,1,Plugged,DG,Dry Gas,V1150,"Venoco, LLC",Afton Gas,Main,Northern,Glenn,34,19N,01W,MD,39.46021652,-121.953537,hud,N,N,4/14/1945,PluggedDG
-1,402100262,Mantelli,1,Plugged,DH,Dry Hole,2212,"Donald Frankel, Operator",Afton Gas,Main,Northern,Glenn,26,19N,01W,MD,39.46752548,-121.9359894,hud,N,N,4/13/1961,PluggedDH
-1,402100016,Afton Community 1,1,Plugged,DG,Dry Gas,V1150,"Venoco, LLC",Afton Gas,Main,Northern,Glenn,34,19N,01W,MD,39.4515152,-121.9506683,hud,N,N,12/2/1943,PluggedDG
-1,402120035,Spectrum-Pacific,1,Plugged,DH,Dry Hole,S3280,Shoshone Oil Corp.,Afton Gas,Main,Northern,Glenn,27,19N,01W,MD,39.46704483,-121.9628982,hud,N,N,12/17/1970,PluggedDH
-1,402100240,Max Pray-Central Valley-Boyd U,1,Plugged,DH,Dry Hole,3279,General Expl. Co. of Ca,Afton Gas,Main,Northern,Glenn,2,18N,01W,MD,39.43826675,-121.9474182,hud,N,N,6/11/1959,PluggedDH
-1,402120271,H & L Farms,1-Jan,Plugged,DG,Dry Gas,N2150,Northern Michigan Exploration Company,Afton Gas,Main,Northern,Glenn,1,18N,01W,MD,39.445755,-121.9292984,hud,N,N,6/19/1984,PluggedDG
-1,402120614,Orchard,21-Jan,Plugged,DG,Dry Gas,S4260,"Donald C Slawson Expl Co., Inc",Afton Gas,Northwest (ABD),Northern,Glenn,21,19N,01W,MD,39.4792099,-121.9744721,GPS,N,N,9/7/1993,PluggedDG
-1,402120613,Butte City,28-Jan,Plugged,DH,Dry Hole,S4260,"Donald C Slawson Expl Co., Inc",Afton Gas,Northwest (ABD),Northern,Glenn,28,19N,01W,MD,39.466465,-121.971077,hud,N,N,8/30/1993,PluggedDH
-1,402120444,Angel Farms,28-Jan,Plugged,DG,Dry Gas,W1725,Western Discovery USA Inc.,Afton Gas,Northwest (ABD),Northern,Glenn,28,19N,01W,MD,39.47263336,-121.9839096,hud,N,N,5/22/1986,PluggedDG
-1,402120617,Levee,29-Jan,Plugged,DG,Dry Gas,S4260,"Donald C Slawson Expl Co., Inc",Afton Gas,Northwest (ABD),Northern,Glenn,29,19N,01W,MD,39.47668457,-121.9908447,hud,N,N,10/15/1993,PluggedDG
-1,402120086,Giesbrecht,Jan-34,Plugged,DH,Dry Hole,S3100,Shell Western E&P Inc.,Afton Gas,Main,Northern,Glenn,34,19N,01W,MD,39.46134567,-121.9658051,hud,N,N,12/19/1975,PluggedDH
-1,402120469,Perez,Jan-35,Plugged,DH,Dry Hole,F1505,Fountain Oil And Gas Co.,Afton Gas,Main,Northern,Glenn,35,19N,01W,MD,39.45763397,-121.9472732,hud,N,N,3/12/1987,PluggedDH
-1,402120448,Reusser,1-A,Plugged,DG,Dry Gas,S0350,Sacramento Oil & Gas Co.,Afton Gas,Main,Northern,Glenn,35,19N,01W,MD,39.46185684,-121.9487,GPS,N,N,7/5/1986,PluggedDG
-1,402120495,Zumwalt,14-26,Plugged,DG,Dry Gas,W1700,Western Continental Operating Company,Afton Gas,Main,Northern,Glenn,26,19N,01W,MD,39.47245407,-121.9469681,hud,N,N,10/14/1987,PluggedDG
-1,402120494,Andreotti,15-26,Plugged,DG,Dry Gas,W1700,Western Continental Operating Company,Afton Gas,Main,Northern,Glenn,26,19N,01W,MD,39.47055054,-121.9477692,GPS,N,N,10/5/1987,PluggedDG
-1,402120492,Andreotti,18-26,Plugged,DG,Dry Gas,W1700,Western Continental Operating Company,Afton Gas,Main,Northern,Glenn,26,19N,01W,MD,39.46476746,-121.9483108,GPS,N,N,9/25/1987,PluggedDG
-1,402100264,Afton Community 2,2,Plugged,DH,Dry Hole,A4550,Arco Western Energy Co.,Afton Gas,Main,Northern,Glenn,27,19N,01W,MD,39.4676857,-121.9530563,hud,N,N,5/1/1948,PluggedDH
-1,402100014,Afton Community 1,2,Plugged,DH,Dry Hole,A4550,Arco Western Energy Co.,Afton Gas,Main,Northern,Glenn,3,18N,01W,MD,39.445755,-121.9533691,hud,N,N,5/23/1948,PluggedDH
-1,402120283,Afton Community 2,2,Plugged,DG,Dry Gas,V1150,"Venoco, LLC",Afton Gas,Main,Northern,Glenn,34,19N,01W,MD,39.46003342,-121.9514236,hud,N,N,10/10/1984,PluggedDG
-1,402120530,H & L Farms Unit,2-Feb,Plugged,DG,Dry Gas,W1725,Western Discovery USA Inc.,Afton Gas,Main,Northern,Glenn,2,18N,01W,MD,39.44584656,-121.9346161,hud,N,N,8/26/1988,PluggedDG
-1,402120451,Federal Land Bank,28-Feb,Plugged,DG,Dry Gas,N2150,Northern Michigan Exploration Company,Afton Gas,Northwest (ABD),Northern,Glenn,28,19N,01W,MD,39.46987534,-121.9810486,hud,N,N,9/30/1986,PluggedDG
-1,402100018,Afton Community,3-Feb,Plugged,DH,Dry Hole,V1150,"Venoco, LLC",Afton Gas,Main,Northern,Glenn,35,19N,01W,MD,39.4598465,-121.9454269,hud,N,N,6/9/1965,PluggedDH
-1,402120514,McKee,27-1,Plugged,DG,Dry Gas,W1860,Westside Farming Co. Inc.,Afton Gas,Main,Northern,Glenn,27,19N,01W,MD,39.46814346,-121.9495468,hud,N,N,1/6/1988,PluggedDG
-1,402120482,Bound Rancho,27-1,Plugged,DG,Dry Gas,W1860,Westside Farming Co. Inc.,Afton Gas,Main,Northern,Glenn,27,19N,01W,MD,39.46450424,-121.9518967,hud,N,N,7/15/1987,PluggedDG
-1,402120526,McKee,27-2,Plugged,DG,Dry Gas,T1715,TXO Production Corp.,Afton Gas,Main,Northern,Glenn,27,19N,01W,MD,39.46501541,-121.9519043,hud,N,N,5/5/1988,PluggedDG
-1,402120517,Bound Rancho,27-2,Plugged,DG,Dry Gas,W1860,Westside Farming Co. Inc.,Afton Gas,Main,Northern,Glenn,27,19N,01W,MD,39.46451569,-121.9496231,hud,N,N,1/11/1988,PluggedDG
-1,402120616,Andreotti,27X-6,Plugged,DG,Dry Gas,W1700,Western Continental Operating Company,Afton Gas,Main,Northern,Glenn,26,19N,01W,MD,39.46470642,-121.9477234,hud,N,Y,9/29/1993,PluggedDG
-1,402100013,Afton Community 1,3,Plugged,DH,Dry Hole,A4550,Arco Western Energy Co.,Afton Gas,Main,Northern,Glenn,2,18N,01W,MD,39.44573593,-121.9439545,hud,N,N,6/10/1948,PluggedDH
-1,402120447,Reusser,3,Plugged,DG,Dry Gas,F1505,Fountain Oil And Gas Co.,Afton Gas,Main,Northern,Glenn,35,19N,01W,MD,39.46207428,-121.9482269,hud,N,N,6/20/1986,PluggedDG
-1,402120733,Grand Turk,2-Mar,Plugged,DG,Dry Gas,R4085,"Royale Energy, Inc.",Afton Gas,Main,Northern,Glenn,3,18N,01W,MD,39.43955231,-121.9619446,GPS,N,N,5/2/2000,PluggedDG
-1,402120480,Angel Farms,28-Mar,Plugged,DH,Dry Hole,N2150,Northern Michigan Exploration Company,Afton Gas,Northwest (ABD),Northern,Glenn,28,19N,01W,MD,39.47492599,-121.9714661,hud,N,N,8/6/1987,PluggedDH
-1,402120816,San Miguel,7-Mar,Plugged,DG,Dry Gas,R4085,"Royale Energy, Inc.",Afton Gas,Main,Northern,Glenn,3,18N,01W,MD,39.44507599,-121.9618149,GPS,N,N,12/18/2002,PluggedDG
-1,402120471,Perez,34-1,Plugged,DG,Dry Gas,C0885,California Resources Production Corporation,Afton Gas,Main,Northern,Glenn,34,19N,01W,MD,39.46111298,-121.9497528,GPS,N,N,4/22/1987,PluggedDG
-1,402120487,Lewis,34-1,Plugged,DG,Dry Gas,V1150,"Venoco, LLC",Afton Gas,Main,Northern,Glenn,34,19N,01W,MD,39.46111679,-121.9498596,GPS,N,N,8/7/1987,PluggedDG
-1,402120722,Maui,34-2,Plugged,DG,Dry Gas,R4085,"Royale Energy, Inc.",Afton Gas,Main,Northern,Glenn,34,19N,01W,MD,39.45056534,-121.95047,GPS,N,N,11/27/1999,PluggedDG
-1,402120732,Molokai,34-3,Plugged,DG,Dry Gas,V1150,"Venoco, LLC",Afton Gas,Main,Northern,Glenn,34,19N,01W,MD,39.4513855,-121.9642563,hud,N,N,4/21/2000,PluggedDG
-1,402120525,Giesbrecht,35-1,Plugged,DH,Dry Hole,F1505,Fountain Oil And Gas Co.,Afton Gas,Main,Northern,Glenn,35,19N,01W,MD,39.46357346,-121.9434738,hud,N,N,5/5/1988,PluggedDH
-1,402120486,McComish,35-1,Plugged,DG,Dry Gas,F1505,Fountain Oil And Gas Co.,Afton Gas,Main,Northern,Glenn,35,19N,01W,MD,39.4638443,-121.9484329,hud,N,N,8/5/1987,PluggedDG
-1,402120516,McComish,35-2,Plugged,DG,Dry Gas,F1505,Fountain Oil And Gas Co.,Afton Gas,Main,Northern,Glenn,35,19N,01W,MD,39.46311569,-121.9484558,hud,N,N,1/12/1988,PluggedDG
-1,402120493,Andreotti,35-26,Plugged,DG,Dry Gas,W1700,Western Continental Operating Company,Afton Gas,Main,Northern,Glenn,26,19N,01W,MD,39.47047424,-121.9477692,GPS,N,N,11/2/1987,PluggedDG
-1,402120438,Reusser,4,Plugged,GAS,Gas,S0350,Sacramento Oil & Gas Co.,Afton Gas,Main,Northern,Glenn,35,19N,01W,MD,39.46179962,-121.9486923,GPS,N,N,1/4/1986,PluggedGAS
-1,402120496,Zumwalt,44-26,Plugged,GAS,Gas,W1700,Western Continental Operating Company,Afton Gas,Main,Northern,Glenn,26,19N,01W,MD,39.47286606,-121.9412537,hud,N,N,2/25/1988,PluggedGAS
-1,402120536,Andreotti,54-26,Plugged,GAS,Gas,W1700,Western Continental Operating Company,Afton Gas,Main,Northern,Glenn,26,19N,01W,MD,39.47193527,-121.9381561,hud,N,Y,6/19/1989,PluggedGAS
-1,402120537,Andreotti,55-26,Plugged,GAS,Gas,W1700,Western Continental Operating Company,Afton Gas,Main,Northern,Glenn,26,19N,01W,MD,39.46817398,-121.9405441,hud,N,Y,5/13/1989,PluggedGAS
-1,402100015,ROCO-Afton Community,66-34,Plugged,DH,Dry Hole,A4550,Arco Western Energy Co.,Afton Gas,Main,Northern,Glenn,34,19N,01W,MD,39.45403671,-121.9547348,hud,N,N,6/10/1962,PluggedDH
-1,402120107,Glassgow,10-Jan,Plugged,DG,Dry Gas,S3100,Shell Western E&P Inc.,"Afton, South, Gas (ABD)",Any Area,Northern,Glenn,10,18N,01W,MD,39.42490768,-121.9651794,hud,N,Y,5/31/1977,PluggedDG
-1,402120080,Cecil,9-Jan,Plugged,DG,Dry Gas,S3100,Shell Western E&P Inc.,"Afton, South, Gas (ABD)",Any Area,Northern,Glenn,9,18N,01W,MD,39.4222641,-121.9678345,hud,N,N,10/29/1975,PluggedDG
-1,402120254,Ossenbriggen,1-Sep,Plugged,DH,Dry Hole,T1715,TXO Production Corp.,"Afton, South, Gas (ABD)",Any Area,Northern,Glenn,9,18N,01W,MD,39.42425537,-121.9725265,hud,N,N,10/20/1983,PluggedDH
-1,408300978,Hollister,1,Plugged,OG,Oil & Gas,6399,Oil & Gas Prop Mgmt. Inc.,Alegria (ABD),Any Area,Coastal,Santa Barbara,31,05N,32W,SB,34.4734993,-120.267067,hud,N,N, ,PluggedOG
-1,408300967,Republic-Hollister,1,Plugged,OG,Oil & Gas,7234,Republic Petroleum Co.,Alegria (ABD),Any Area,Coastal,Santa Barbara,36,05N,33W,SB,34.46954727,-120.2829132,hud,N,N, ,PluggedOG
-1,408300963,Aqua Caliente Core Hole,1,Plugged,CH,Core Hole,848,Bmw Co.,Alegria (ABD),Any Area,Coastal,Santa Barbara,31,05N,32W,SB,34.46948624,-120.2653885,hud,N,N, ,PluggedCH
-1,408300962,Alegria,1,Plugged,OG,Oil & Gas,1279,Cal-L Expl. Corp.,Alegria (ABD),Any Area,Coastal,Santa Barbara,31,05N,32W,SB,34.47140503,-120.2717056,hud,N,N, ,PluggedOG
-1,408300964,Hollister,1,Plugged,OG,Oil & Gas,827,Blackwood & Nichols Co,Alegria (ABD),Any Area,Coastal,Santa Barbara,31,05N,32W,SB,34.48065948,-120.2613831,hud,N,N, ,PluggedOG
-1,408300972,Alegria,10,Plugged,OG,Oil & Gas,1279,Cal-L Expl. Corp.,Alegria (ABD),Any Area,Coastal,Santa Barbara,32,05N,32W,SB,34.46903992,-120.2576599,hud,N,N, ,PluggedOG
-1,408300974,Alegria,14,Plugged,OG,Oil & Gas,1279,Cal-L Expl. Corp.,Alegria (ABD),Any Area,Coastal,Santa Barbara,32,05N,32W,SB,34.4740181,-120.2543335,hud,N,N, ,PluggedOG
-1,408300976,Alegria,2,Plugged,OG,Oil & Gas,1279,Cal-L Expl. Corp.,Alegria (ABD),Any Area,Coastal,Santa Barbara,31,05N,32W,SB,34.47229767,-120.2711945,hud,N,N, ,PluggedOG
-1,408300966,Hollister,2,Plugged,OG,Oil & Gas,6399,Oil & Gas Prop Mgmt. Inc.,Alegria (ABD),Any Area,Coastal,Santa Barbara,31,05N,32W,SB,34.47422409,-120.2691269,hud,N,N, ,PluggedOG
-1,408300968,Alegria,3,Plugged,OG,Oil & Gas,1279,Cal-L Expl. Corp.,Alegria (ABD),Any Area,Coastal,Santa Barbara,31,05N,32W,SB,34.46949768,-120.2645035,hud,N,N, ,PluggedOG
-1,408300971,Alegria,4,Plugged,OG,Oil & Gas,1279,Cal-L Expl. Corp.,Alegria (ABD),Any Area,Coastal,Santa Barbara,31,05N,32W,SB,34.47029495,-120.2661209,hud,N,N, ,PluggedOG
-1,408300979,Alegria,4,Plugged,OG,Oil & Gas,1279,Cal-L Expl. Corp.,Alegria (ABD),Any Area,Coastal,Santa Barbara,31,05N,32W,SB,34.47006989,-120.2603836,hud,N,N, ,PluggedOG
-1,408300969,Alegria,5,Plugged,OG,Oil & Gas,1279,Cal-L Expl. Corp.,Alegria (ABD),Any Area,Coastal,Santa Barbara,31,05N,32W,SB,34.47032547,-120.2680359,hud,N,N, ,PluggedOG
-1,408300970,Alegria,6,Plugged,OG,Oil & Gas,1279,Cal-L Expl. Corp.,Alegria (ABD),Any Area,Coastal,Santa Barbara,31,05N,32W,SB,34.47425842,-120.2708893,hud,N,N, ,PluggedOG
-1,408300977,Alegria,7,Plugged,OG,Oil & Gas,1279,Cal-L Expl. Corp.,Alegria (ABD),Any Area,Coastal,Santa Barbara,31,05N,32W,SB,34.47043228,-120.2654572,hud,N,N, ,PluggedOG
-1,408300965,Alegria,8,Plugged,OG,Oil & Gas,1279,Cal-L Expl. Corp.,Alegria (ABD),Any Area,Coastal,Santa Barbara,31,05N,32W,SB,34.47034454,-120.2628784,hud,N,N, ,PluggedOG
-1,428300047,State 2793,1,Plugged,OG,Oil & Gas,A4525,Atlantic Richfield Company,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,7,04N,32W,SB,34.4447403,-120.2729569,hud,N,N, ,PluggedOG
-1,428304626,7R,41,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,7,04N,32W,SB,34.44163895,-120.2628937,hud,N,N, ,PluggedOG
-1,428304629,7R,46,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,7,04N,32W,SB,34.44360733,-120.2702484,hud,N,N, ,PluggedOG
-1,428300961,Gaviota C.H.,5,Plugged,OG,Oil & Gas,A4500,Arco Oil and Gas Co.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,7,04N,32W,SB,34.44332504,-120.2626572,hud,N,N, ,PluggedOG
-1,428320348,Core Hole,10-Jul,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,8,04N,32W,SB,34.44269943,-120.2598877,Well Summary,N,N, ,PluggedCH
-1,428320349,Core Hole,17-Jul,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,12,04N,33W,SB,34.4407692,-120.2780838,Well Summary,N,N, ,PluggedCH
-1,428320350,Core Hole,9-Jul,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,8,04N,32W,SB,34.43859863,-120.2572861,Well Summary,N,N, ,PluggedCH
-1,428300981,Core Hole,7-D-15,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,12,04N,33W,SB,34.44168091,-120.2826843,hud,N,N, ,PluggedCH
-1,428320403,Core Hole,7C-18,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,12,04N,33W,SB,34.43857956,-120.2791824,Well Summary,N,N,12/16/1956,PluggedCH
-1,428320404,Core Hole,7C-19,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,12,04N,33W,SB,34.44200897,-120.2795868,Well Summary,N,N,12/15/1956,PluggedCH
-1,428320405,Core Hole,7C-20,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,7,04N,32W,SB,34.44876862,-120.2778854,Well Summary,N,N,12/13/1956,PluggedCH
-1,428320406,Core Hole,7C-21,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,6,04N,32W,SB,34.45333862,-120.2759857,Well Summary,N,N,12/12/1956,PluggedCH
-1,428320407,Core Hole,7C-22,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,7,04N,33W,SB,34.4405899,-120.2744827,Well Summary,N,N,12/14/1956,PluggedCH
-1,428320408,Core Hole,7C-23,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,13,04N,33W,SB,34.43454742,-120.2887878,Well Summary,N,N,12/23/1956,PluggedCH
-1,428320411,Core Hole,7C-26,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,7,04N,33W,SB,34.44620895,-120.2749863,Well Summary,N,N,1/4/1957,PluggedCH
-1,428320412,Core Hole,7C-27,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,7,04N,33W,SB,34.44532013,-120.2711868,Well Summary,N,N,1/6/1957,PluggedCH
-1,428320384,Core Hole,7C-2A,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,12,04N,33W,SB,34.45137787,-120.2850876,Well Summary,N,N,12/5/1956,PluggedCH
-1,428320385,Core Hole,7C-2B,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,12,04N,33W,SB,34.45067978,-120.2859878,Well Summary,N,N,12/7/1956,PluggedCH
-1,428320386,Core Hole,7C-3,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,1,04N,33W,SB,34.45288849,-120.2854843,Well Summary,N,N,12/7/1956,PluggedCH
-1,428320416,Core Hole,7C-31,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,1,04N,33W,SB,34.45565033,-120.2848892,Well Summary,N,N,12/26/1956,PluggedCH
-1,428320417,Core Hole,7C-32,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,12,04N,33W,SB,34.44387054,-120.2828827,Well Summary,N,N,12/25/1956,PluggedCH
-1,428320393,Core Hole,7C-9,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,12,04N,33W,SB,34.44639969,-120.2794876,Well Summary,N,N,12/10/1956,PluggedCH
-1,428304735,Core Hole,SB 32,Plugged,CH,Core Hole,A0610,Aera Energy LLC,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,7,04N,32W,SB,34.44947433,-120.2615051,hud,N,N, ,PluggedCH
-1,428304736,Core Hole,SB 33,Plugged,CH,Core Hole,A0610,Aera Energy LLC,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,7,04N,32W,SB,34.44334412,-120.2657852,hud,N,N, ,PluggedCH
-1,428304737,Core Hole,SB 34,Plugged,CH,Core Hole,A0610,Aera Energy LLC,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,7,04N,32W,SB,34.44497299,-120.2719498,hud,N,N, ,PluggedCH
-1,428304738,Core Hole,SB 36,Plugged,CH,Core Hole,A0610,Aera Energy LLC,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,13,04N,32W,SB,34.43909454,-120.2829742,hud,N,N, ,PluggedCH
-1,428304742,Core Hole,SB 41,Plugged,CH,Core Hole,A0610,Aera Energy LLC,Alegria Offshore (ABD),Any Area,Coastal,Santa Barbara Offshore,12,04N,33W,SB,34.44552231,-120.2857208,hud,N,N, ,PluggedCH
-1,403700036,Porter,1,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31676102,-118.5475845,GPS,N,N,6/21/1938,IdleOG
-1,403700754,Standard Sesnon,1,Idle,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31826019,-118.5645065,GPS,N,Y,12/25/1941,IdleGS
-1,403700663,Del Aliso 1,10,Idle,OG,Oil & Gas,T1200,The Termo Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.3195343,-118.5755997,GPS,N,Y,5/3/1960,IdleOG
-1,403721806,Porter,10,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31722641,-118.5496445,GPS,N,Y,10/20/1977,IdleOG
-1,403700704,Porter,15,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31663513,-118.5523453,GPS,N,N,4/12/1940,IdleOG
-1,403700706,Porter,17,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31705856,-118.5554352,GPS,N,N,9/27/1940,IdleOG
-1,403700708,Porter,19,Idle,WF,Waterflood,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31771469,-118.5602188,GPS,N,N,11/22/1947,IdleWF
-1,403700771,Standard-Sesnon 1,19,Idle,OG,Oil & Gas,C9035,Crimson Resource Management Corp.,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31370163,-118.5633774,GPS,N,Y,12/22/1951,IdleOG
-1,403721892,Mission Adrian,1B,Idle,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,34,03N,16W,SB,34.30493546,-118.5427628,Well Summary,N,Y,6/30/1979,IdleGS
-1,403700697,Porter,2,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31721878,-118.5497513,GPS,N,N,1/22/1939,IdleOG
-1,403730473,Porter Sesnon,20A,Idle,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31778717,-118.5625992,Notice of Intent to Drill,N,N, ,IdleGS
-1,403700773,Standard-Sesnon 1,22,Idle,OG,Oil & Gas,C9035,Crimson Resource Management Corp.,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31401062,-118.5649719,GPS,N,N,11/3/1952,IdleOG
-1,403700777,Standard-Sesnon 1,26,Idle,OG,Oil & Gas,C9035,Crimson Resource Management Corp.,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31761169,-118.5666809,GPS,N,N,4/7/1953,IdleOG
-1,403700778,Standard-Sesnon 1,27,Idle,OG,Oil & Gas,C9035,Crimson Resource Management Corp.,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31900787,-118.565773,GPS,N,N,6/5/1953,IdleOG
-1,403700715,Porter,28,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31442642,-118.5551453,GPS,N,N, ,IdleOG
-1,403700779,Standard-Sesnon 1,28,Idle,OG,Oil & Gas,C9035,Crimson Resource Management Corp.,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31918716,-118.5634842,GPS,N,N,12/14/1953,IdleOG
-1,403700698,Porter,3,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31768799,-118.5517883,GPS,N,N, ,IdleOG
-1,403700684,Fernando Fee,30,Idle,WD,Water Disposal,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,34,03N,16W,SB,34.30791473,-118.5441742,GPS,N,N,8/18/1954,IdleWD
-1,403721354,Porter,32F,Idle,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31237793,-118.5503693,Well Summary,N,Y,7/15/1973,IdleGS
-1,403700687,Fernando Fee,33,Idle,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,34,03N,16W,SB,34.30653,-118.5408783,Well Summary,N,Y,3/4/1949,IdleGS
