,County,Sec-Twp_Rng,Company,Well,Location,Type,Permit Number,API Number,Objective,Date
0,Clay,10-4N-7E,"Basnett, John R.","Crouch, John #2","330'N line, 495'W line of SE NE",SWD,204605,1.2025E+11,Cypress,Apr-18
1,Crawford,14-6N-13W,X Oil Company,Utterback #108,"990'N line, 580'W line of NW NW",OIL,65544,1.20334E+11,Robinson,Apr-18
2,Crawford,22-6N-13W,"Rhex, LLC",Doolittle #RX-1 WI,"7'N line, 438'E line of NE SE SW",WI,204616,1.20334E+11,Robinson,Apr-18
3,Crawford,2-7N-13W,"Maus's Well Service, Inc.","Dart, H. #DW-2","0'S line, 650'W line of SW SW",WI,204620,1.20334E+11,Robinson,Apr-18
4,Crawford,2-7N-13W,"Maus's Well Service, Inc.","Dart, H. #DW-3","674'S line, 652'W line of SW SW",WI,204621,1.20334E+11,Robinson,Apr-18
5,Crawford,11-8N-14W,"Shull Energy, LLC",Ripley #S-1,"39'N line, 65'E line of NE SE NE",WI,204619,1.20334E+11,Cypress,Apr-18
6,Crawford,11-8N-14W,"Shull Energy, LLC",Ripley #S-2,"307'N line, 51'E line of SE SE NE",WI,204618,1.20334E+11,Cypress,Apr-18
7,Cumberland,12-10N-8E,"Got Oil, LLC","Evans, Rex and Becky #1","330'N line, 330'E line of SW NW",OIL,65541,1.20352E+11,"Moccasin,Springs",Apr-18
8,Fayette,13-8N-3E,"P & M Oil, Inc.","Gregg, Willie #5-WI","990'N line, 330'W line of NE SW",WI,204622,1.2051E+11,Weiler,Apr-18
9,Franklin,2-6S-1E,"Countrymark Energy Resources, LLC",Korin #3-SWD,"338'N line, 405'E line of SW NE",SWD,204617,1.2055E+11,Cypress,Apr-18
10,Franklin,9-7S-3E,"Lampley Oil, Inc.",Lampley CNX #9-2A,"1650'N line, 1650'W line of NW",OIL,65550,1.20553E+11,Ullin,Apr-18
11,Franklin,9-7S-3E,"Lampley Oil, Inc.",Lampley CNX #9-2B,"990'S line, 1812'W line of SW",OIL,65551,1.20553E+11,Ullin,Apr-18
12,Gallatin,15-8S-9E,"R Energy, LLC","Schmitt ""A"" #9","380'N line, 330'W line of SW NW",OIL,65547,1.20593E+11,St Louis,Apr-18
13,Hamilton,12-6S-5E,"Bi-Petro, Inc.",French #1,"330'S line, 330'E line of SE SW NE",OIL,65558,1.20653E+11,Warsaw,Apr-18
14,Jasper,7-7N-11E,"American Oil Investments, Inc.",Ferguson #3-WI,"330'S line, 473'E line of SW",WI,204604,1.20793E+11,Rosiclare,Apr-18
15,Lawrence,15-3N-12W,"Zanetis Oil Company, LLC","Gillespie, Grace #6","660'N line, 660'W line of NE SE",OIL,65564,1.21011E+11,Cypress,Apr-18
16,Lawrence,22-3N-12W,"Podolsky, Bernard","Calvert, M. L. #14-W","330'S line, 430'W line of SE NE",WI,204607,1.21013E+11,Cypress,Apr-18
17,Lawrence,27-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 3 #89-CDG","1119'S line, 150'E line of SE SE",OIL,65560,1.21013E+11,Salem,Apr-18
18,Lawrence,12-3N-13W,"Loeb, Herman L. LLC",Andrews #1-12,"2260'S line, 375'E line of SE",OIL,65562,1.21013E+11,St Louis,Apr-18
19,Macoupin,16-8N-6W,"Hardt, Edwin E.",Stoecker #31,"660'S line, 660'E line of NE",OIL,65548,1.21172E+11,Spoon,Apr-18
20,Marion,33-4N-4E,Deep Rock Energy Corp.,Warren #11 DIR,"235'S line, 340'W line of SE NW SW",OIL,65563,1.21213E+11,McClosky,Apr-18
21,Richland,5-3N-9E,Citation Oil & Gas Corp.,"Pflaum, Elizabeth #A-9","344'N line, 364'W line of NW NE",OIL,65549,1.21593E+11,Salem,Apr-18
22,Wabash,34-1N-13W,"Small & Small, Inc.",Tennis Dairy #3,"312'N line, 349'W line of NE SE",OIL,65561,1.21853E+11,Benoist,Apr-18
23,Wabash,2-2S-13W,"Seaton, Gregory S.","Schrodt Trust, Ralph #3","330'N line, 990'W line of NW SW",OIL,65545,1.21853E+11,McClosky,Apr-18
24,Wayne,13-1N-9E,"Lynch, Darrell",Greathouse #5,"660'N line, 330'W line of NW SW",OIL,65546,1.21913E+11,McClosky,Apr-18
25,White,28-3S-14W,"Campbell Energy, LLC",Reeves SWD #1,"491'N line, 287'W line of SE NW",SWD,204611,1.21933E+11,Caseyville,Apr-18
26,White,28-3S-14W,"Campbell Energy, LLC",Reeves SWD #2,"270'S line, 262'W line of NW NE",SWD,204612,1.21933E+11,Caseyville,Apr-18
27,White,8-4S-14W,"Campbell Energy, LLC",Cantrell Glaze SWD #1,"294'S line, 415'E line of SE SE",SWD,204610,1.21933E+11,Caseyville,Apr-18
28,White,16-4S-14W,"Campbell Energy, LLC","Smith, Russel SWD #1","99'S line, 496'E line of NE SE",SWD,204609,1.21933E+11,Caseyville,Apr-18
29,White,18-4S-14W,"Campbell Energy, LLC",Sheldon #1,"328'N line, 330'E line of SE SE",OIL,65543,1.21933E+11,Fort Payne,Apr-18
30,White,18-4S-14W,"Campbell Energy, LLC",Weasel #1,"330'N line, 447'E line of NE SE",OIL,65542,1.21933E+11,Fort Payne,Apr-18
31,White,20-4S-14W,"Campbell Energy, LLC",Dennis SWD #1,"405'S line, 588'W line of NW NW",SWD,204613,1.21933E+11,Caseyville,Apr-18
32,White,21-4S-14W,"Campbell Energy, LLC",Hutch SWD #2,"424'N line, 69'E line of NW SW",SWD,204606,1.21933E+11,Caseyville,Apr-18
33,White,7-5S-14W,"Campbell Energy, LLC",Kempf SWD #1,"181'N line, 371'E line of SE SE",SWD,204615,1.21933E+11,Caseyville,Apr-18
34,White,16-7S-8E,"Webb, Patrick Oil L.L.C.",Nass #2,"330'N line, 390'W line of NW",OIL,65552,1.21933E+11,Fort Payne,Apr-18
35,White,16-7S-8E,"Webb, Patrick Oil L.L.C.",Nass #4,"330'S line, 330'E line of NW NW",OIL,65553,1.21933E+11,Fort Payne,Apr-18
36,White,17-7S-8E,"Webb, Patrick Oil L.L.C.",Douglas #4,"330'N line, 330'W line of SE NW",OIL,65557,1.21933E+11,Fort Payne,Apr-18
37,White,17-7S-8E,"Webb, Patrick Oil L.L.C.","Douglas, F. #2","330'S line, 330'W line of SE NE",OIL,65556,1.21933E+11,Salem,Apr-18
38,White,17-7S-8E,"Webb, Patrick Oil L.L.C.",Webb - Douglas Heirs #7,"330'S line, 330'E line of NE SW",OIL,65559,1.21933E+11,Fort Payne,Apr-18
39,White,17-7S-8E,"Webb, Patrick Oil L.L.C.",Webb - Downen Spencer #3,"330'N line, 330'E line of SW NE",OIL,65554,1.21931E+11,Salem,Apr-18
40,White,4-7S-9E,"Webb, Patrick Oil L.L.C.","Beck, Mary #7","330'S line, 990'W line of NW NW",OIL,65555,1.21933E+11,Fort Payne,Apr-18
41,Coles,12-12N-10E,Ameren Illinois Company,"Walton, L. O. #8","1780'N line, 180'E line of NE",OBS,65955,1.2029E+11,Pottsville,Apr-19
42,Crawford,15-6N-13W,B & D Resources,Walker #1,"514'N line, 330'W line of NW NE",OIL,65949,1.20334E+11,Robinson,Apr-19
43,Crawford,15-6N-13W,B & D Resources,Walker #2,"330'N line, 990'W line of NW NE",OIL,65947,1.20334E+11,Robinson,Apr-19
44,Crawford,15-6N-13W,B & D Resources,Walker #3,"990'N line, 330'W line of NW NE",OIL,65948,1.20334E+11,Robinson,Apr-19
45,Crawford,15-6N-13W,B & D Resources,Walker #4,"990'N line, 990'W line of NW NE",OIL,65950,1.20334E+11,Robinson,Apr-19
46,Crawford,15-6N-13W,B & D Resources,Walker #8,"2310'N line, 990'W line of NW NE",OIL,65951,1.20334E+11,Robinson,Apr-19
47,Cumberland,4-10N-9E,"Blackridge IL Operating, LLC",Auger etal Community #1,"66'N line, 66'W line of NW",OIL,65942,1.20352E+11,Grand Tow,Apr-19
48,Edgar,10-13N-13W,Dudley Oil Field Ops.,"Brinkerhoff, L. #B-11","1370'N line, 990'W line of NW NE NW",OIL,65940,1.20452E+11,Spoon,Apr-19
49,Edgar,10-13N-13W,Dudley Oil Field Ops.,"Brinkerhoff, Louis A #8-A","660'N line, 330'E line of NE NW NW",OIL,65939,1.20452E+11,Spoon,Apr-19
50,Gallatin,35-7S-8E,"Dee Drilling Co., Inc.",Brockschmidt #2,"333'N line, 331'W line of NE SW",OIL,65922,1.20593E+11,Ste Genevi,Apr-19
51,Gallatin,35-7S-8E,"Dee Drilling Co., Inc.","Moye, Charles #1","333'S line, 330'E line of NW SW",OIL,65921,1.20593E+11,Ste Genevi,Apr-19
52,Gallatin,15-8S-9E,"R Energy, LLC","Schmitt ""A"" #9","380'N line, 330'W line of SW NW",OIL,65953,1.20593E+11,St Louis,Apr-19
53,Hamilton,36-6S-5E,"Brehm Oil Company, Inc.","Moore, M. C. #4-36 SWD","330'N line, 330'W line of NE SW",SWD,204678,1.20653E+11,Cypress,Apr-19
54,Hardin,30-11S-8E,"Schofield, John O. Inc.",Schofield - Hicks Dome #1,"337'N line, 765'W line of NW SW",OIL,65944,1.20692E+11,Granite W,Apr-19
55,Lawrence,22-3N-12W,"Podolsky, Bernard","Calvert, M. L. #19","6'S line, 330'E line of NE NW",OIL,65929,1.21013E+11,Cypress,Apr-19
56,Lawrence,32-4N-12W,"CDG Operations, LLC","Middagh, Robert ASP BCF,#12-CDG","1862'N line, 1252'W line of NE NW",OIL,65927,1.21013E+11,Bridgeport,Apr-19
57,Richland,10-3N-9E,Podolsky Oil Co.,"Winter, Carrie #10","990'N line, 990'W line of NW",OIL,65943,1.21593E+11,Ullin,Apr-19
58,Wabash,20-1N-12W,"Keepes, Randy R.","Wood, Clifton #AA-2","990'S line, 2052'W line of SW",OIL,65941,1.21853E+11,Biehl,Apr-19
59,Wabash,19-2S-13W,"R & S Operating, LLC","Hocking, Keith #4","990'S line, 990'E line of SE NE",OIL,65932,1.21853E+11,Fort Payne,Apr-19
60,Wabash,19-2S-13W,"R & S Operating, LLC","Hocking, Keith #5","990'N line, 990'E line of NE",OIL,65933,1.21853E+11,Fort Payne,Apr-19
61,White,25-3S-10E,"Shawnee Exploration Partners, LLC",Blackford #25-2,"337'S line, 325'E line of SW SE",OIL,65925,1.21933E+11,Fort Payne,Apr-19
62,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Hon #36-2,"1190'N line, 990'W line of SW",OIL,65945,1.21933E+11,Fort Payne,Apr-19
63,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Hon #36-3,"138'N line, 330'W line of SE SW",OIL,65946,1.21933E+11,Fort Payne,Apr-19
64,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Sturm - Davis #36-7,"530'N line, 28'W line of NE NE",OIL,65926,1.21933E+11,Fort Payne,Apr-19
65,White,32-3S-14W,"Campbell Energy, LLC",Crawford #1,"336'N line, 668'E line of SE NE",OIL,65924,1.21933E+11,Fort Payne,Apr-19
66,White,32-3S-14W,"Campbell Energy, LLC",Crawford #2,"336'S line, 668'E line of SE NE",OIL,65923,1.21933E+11,Fort Payne,Apr-19
67,White,8-4S-14W,"Campbell Energy, LLC",Cantrell - Glaze #1,"330'N line, 335'W line of SW SE",OIL,65952,1.21933E+11,Fort Payne,Apr-19
68,White,9-4S-14W,"Campbell Energy, LLC","Cantrell - Boultinghouse #9,3","- 330'S line, 335'E line of SE SE",OIL,65928,1.21933E+11,Ullin,Apr-19
69,White,15-4S-14W,"Campbell Energy, LLC","Cox, L. P. #4","334'N line, 364'E line of NE SW",OIL,65919,1.21933E+11,Fort Payne,Apr-19
70,White,16-4S-14W,"Campbell Energy, LLC",Barger - Skiles #1,"502'S line, 335'W line of NW SW",OIL,65934,1.21933E+11,Ullin,Apr-19
71,White,16-4S-14W,"Campbell Energy, LLC",Barger - Skiles #2,"359'N line, 334'E line of NW SW",OIL,65935,1.21933E+11,Fort Payne,Apr-19
72,White,16-4S-14W,"Campbell Energy, LLC",Barger - Skiles #3,"332'S line, 362'E line of NW SW",OIL,65936,1.21933E+11,Fort Payne,Apr-19
73,White,16-4S-14W,"Campbell Energy, LLC","Cantrell - Boultinghouse,Unit #16-5","330'S line, 336'E line of SW NE",OIL,65918,1.21933E+11,Fort Payne,Apr-19
74,White,18-4S-14W,"Campbell Energy, LLC",Sheldon #1,"328'N line, 330'E line of SE SE",OIL,65937,1.21933E+11,Fort Payne,Apr-19
75,White,18-4S-14W,"Campbell Energy, LLC",Weasel #1,"330'N line, 447'E line of NE SE",OIL,65938,1.21933E+11,Fort Payne,Apr-19
76,White,21-4S-14W,"Campbell Energy, LLC",Barger - Ford #B-1,"270'S line, 557'W line of NW NE",OIL,65930,1.21933E+11,Fort Payne,Apr-19
77,White,21-4S-14W,"Campbell Energy, LLC",Barger - Ford #B-2,"697'N line, 330'W line of NE NE",OIL,65912,1.21933E+11,Fort Payne,Apr-19
78,White,21-4S-14W,"Campbell Energy, LLC",Barger - Ford #B-4,"660'N line, 10'E line of SW NE",OIL,65931,1.21933E+11,Fort Payne,Apr-19
79,White,21-4S-14W,"Campbell Energy, LLC",Barger - Ford #B-5,"387'S line, 330'W line of SW NE",OIL,65915,1.21933E+11,Fort Payne,Apr-19
80,White,21-4S-14W,"Campbell Energy, LLC",Barger - Ford #B-6,"330'N line, 702'E line of NE NE",OIL,65913,1.21933E+11,Fort Payne,Apr-19
81,White,21-4S-14W,"Campbell Energy, LLC",Barger - Ford #B-7,"330'S line, 335'E line of NE NE",OIL,65917,1.21933E+11,Fort Payne,Apr-19
82,White,21-4S-14W,"Campbell Energy, LLC",Barger - Ford #B-8,"330'N line, 670'E line of SE NE",OIL,65914,1.21933E+11,Fort Payne,Apr-19
83,White,21-4S-14W,"Campbell Energy, LLC",Barger - Ford #B-9,"330'S line, 335'E line of SE NE",OIL,65916,1.21933E+11,Fort Payne,Apr-19
84,White,9-5S-10E,Keyrock Energy LLC,Walsh #1,"76'S line, 50'W line of SE",CMM,65920,1.21933E+11,Herrin Coa,Apr-19
85,White,29-5S-10E,Keyrock Energy LLC,Stophlet #1,"163'N line, 282'W line of SE",CMM,65954,1.21933E+11,Herrin Coa,Apr-19
86,Fayette,18-7N-3E,M-S-C Corp.,Burtschi #1,"330'N line, 330'E line of SE",SWD,204749,1.2051E+11,Tar Spring,Apr-20
87,Gallatin,13-8S-9E,"T & B Production Co., LLC",Lawler #7,"330'S line, 330'W line of NE",OIL,66255,1.2059E+11,St Louis,Apr-20
88,Jasper,28-6N-10E,"Bateman's Bay Exploration, Inc",Ochs #3,"330'S line, 330'W line of NE SW NE",OIL,66251,1.20793E+11,Bailey,Apr-20
89,Jasper,18-8N-10E,"S. F. Oil Company, Inc.",MVM #1,"990'S line, 330'E line of SW SE",OIL,66250,1.20793E+11,Ste Genevi,Apr-20
90,Menard,3-19N-7W,"DAC Energy & Drilling, LLC",Dart #4-1,"330'N line, 330'E line of NE NE SW",OIL,66253,1.21292E+11,Spechts Fe,Apr-20
91,Menard,10-19N-7W,"DAC Energy & Drilling, LLC",Dart #3-1,"330'N line, 358'E line of NE NW SW",OIL,66254,1.21292E+11,Spechts Fe,Apr-20
92,Menard,10-19N-7W,"DAC Energy & Drilling, LLC",Dart #6-1,"330'S line, 330'W line of SW NE NW",OIL,66252,1.21292E+11,Spechts Fe,Apr-20
93,Wabash,17-1N-12W,"Seaton, Gregory S.","Tennis, Charles #1","330'S line, 330'E line of NW SE",OIL,66248,1.21853E+11,Salem,Apr-20
94,Wabash,12-2S-14W,"Dee Drilling Co., Inc.","Haase, David #2-WIW","330'N line, 990'E line of NE NW",WI,204750,1.21853E+11,Caseyville,Apr-20
95,Washington,31-3S-5W,Ameren Illinois Company,Tilden #4-HOR,"1016'S line, 600'W line of NW",GST,66259,1.21892E+11,Cypress,Apr-20
96,Washington,31-3S-5W,Ameren Illinois Company,Tilden #5-HOR,"1022'S line, 555'W line of NW",GST,66260,1.21892E+11,Cypress,Apr-20
97,Washington,31-3S-5W,Ameren Illinois Company,Tilden #6-HOR,"1029'S line, 502'W line of NW",GST,66261,1.21892E+11,Cypress,Apr-20
98,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Georgia #3,"654'N line, 331'E line of SE NE",OIL,66256,1.21933E+11,Fort Payne,Apr-20
99,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Keitha #1,"353'N line, 329'W line of SW NE",OIL,66257,1.21933E+11,Fort Payne,Apr-20
100,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Keitha #2,"341'N line, 631'W line of NE SE NW",OIL,66258,1.21933E+11,Fort Payne,Apr-20
101,White,17-4S-14W,"Campbell Energy, LLC","Hughes, C. C. #10","660'S line, 330'E line of NE SE",OIL,66244,1.21933E+11,Ullin,Apr-20
102,White,17-4S-14W,"Campbell Energy, LLC","Hughes, C. C. #11","0'S line, 403'E line of NE SE",OIL,66245,1.21933E+11,Ullin,Apr-20
103,White,17-4S-14W,"Campbell Energy, LLC","Hughes, C. C. #13","495'N line, 330'W line of NE SE",OIL,66246,1.21933E+11,Ullin,Apr-20
104,White,17-4S-14W,"Campbell Energy, LLC","Hughes, C. C. #15","330'N line, 448'W line of SE SE",OIL,66247,1.21933E+11,Ullin,Apr-20
105,White,17-7S-8E,"Webb, Patrick Oil L.L.C.","Douglas, F. #1","330'N line, 330'W line of NE SE",OIL,66249,1.21933E+11,Fort Payne,Apr-20
106,Clark,5-11N-14W,"Ashley Oil, Inc.",Van Liew #3-MIC,"0'S line, 220'W line of NE NE NW",WI,204777,1.20233E+11,St Louis,Apr-21
107,Clark,5-11N-14W,"Ashley Oil, Inc.",Van Liew #5-MIC,"0'S line, 220'W line of SE NE NW",WI,204776,1.20233E+11,St Louis,Apr-21
108,Crawford,11-7N-13W,B & D Resources,Glenn #W2-1,"0'N line, 0'E line of NE SE NE",OIL,66389,1.20334E+11,Spoon,Apr-21
109,Franklin,24-5S-3E,Gesell's Pump Sales & Service,Bean #1,"763'N line, 330'W line of NW NE",OIL,66379,1.20553E+11,Spechts Fe,Apr-21
110,Franklin,29-5S-3E,Gesell's Pump Sales & Service,Bauer #3,"102'S line, 330'E line of SE SE NW",OIL,66383,1.20553E+11,Ullin,Apr-21
111,Franklin,3-6S-3E,Gesell's Pump Sales & Service,U. S. Coal and Coke #1-B,"330'N line, 330'E line of NW NW",OIL,66390,1.20553E+11,Bailey,Apr-21
112,Jefferson,29-1S-3E,"Pioneer Oil Co., Inc.",Arnett #1,"330'N line, 400'E line of NE NE",OIL,66387,1.20813E+11,Ullin,Apr-21
113,Madison,28-6N-6W,"MB Oil Production, Inc.",Albrecht #4,"670'N line, 1310'E line of NE NE NE",OIL,66392,1.21193E+11,Spoon,Apr-21
114,Richland,30-2N-14W,"Galaxie Exploration Services, LLC",Wilson #7-WI,"990'N line, 990'W line of NE",WI,204775,1.21593E+11,Cypress,Apr-21
115,Wabash,19-2S-13W,"Countrymark Energy Resources, LLC",Schmidt #7,"340'S line, 555'W line of SW NE",OIL,66391,1.21853E+11,Spoon,Apr-21
116,Wayne,30-1S-7E,Basnett Investments,McNeil #3,"453'N line, 703'E line of SE NE",OIL,66388,1.21913E+11,St Louis,Apr-21
117,White,20-3S-8E,"Wood Energy, Inc.",Miller - Andrews #23,"330'S line, 330'E line of SE SW SW",OIL,66393,1.21933E+11,Bailey,Apr-21
118,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Hon #36-2,"990'N line, 990'W line of SW",OIL,66384,1.21933E+11,Fort Payne,Apr-21
119,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Hon #36-5,"638'S line, 188'W line of SE SW",OIL,66385,1.21933E+11,Fort Payne,Apr-21
120,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Hon #36-7,"643'S line, 448'E line of SW SW",OIL,66386,1.21933E+11,Fort Payne,Apr-21
121,White,31-3S-11E,"Campbell Energy, LLC",Davis #2,"380'N line, 330'E line of S2 NE",OIL,66382,1.21933E+11,Fort Payne,Apr-21
122,White,31-3S-11E,"Campbell Energy, LLC",Davis #4,"330'S line, 380'E line of N2 SE",OIL,66381,1.21933E+11,Fort Payne,Apr-21
123,White,31-3S-11E,"Campbell Energy, LLC",Davis #8,"10'S line, 360'E line of S2 NE",OIL,66380,1.21933E+11,Ullin,Apr-21
124,White,4-5S-14W,Citation Oil & Gas Corp.,"Greathouse, E. S. #38 (4-51",") 430'N line, 330'W line of NE",WI,204778,1.21933E+11,Salem,Apr-21
125,Christian,4-15N-1W,Podolsky Oil Co.,"McMillen, T. R. #2","330'S line, 330'E line of SW SE",OIL,65683,1.20213E+11,Pre-Cambr,Aug-18
126,Clark,26-9N-14W,"ITB Oil, LLC",Murphy #2,"455'S line, 330'E line of SW SW",OIL,65691,1.20233E+11,Geneva,Aug-18
127,Clark,26-9N-14W,"ITB Oil, LLC",Ritter #1,"330'N line, 330'W line of NE SW",OIL,65690,1.20233E+11,Trenton,Aug-18
128,Crawford,10-7N-13W,"Maus's Well Service, Inc.","Stantz, C. #14","330'N line, 483'W line of SE SW",OIL,65689,1.20334E+11,Robinson,Aug-18
129,Crawford,16-7N-13W,"Maus's Well Service, Inc.",Wall #4-A,"330'S line, 330'E line of SW NW",OIL,65687,1.20334E+11,Robinson,Aug-18
130,Crawford,16-7N-13W,"Maus's Well Service, Inc.",Wall #6,"330'S line, 330'E line of NE NW",OIL,65688,1.20333E+11,Robinson,Aug-18
131,Edwards,30-2S-10E,"Mid-States Oil, LLC",Foster #2,"330'S line, 330'W line of SE SE",OIL,65676,1.20472E+11,Warsaw,Aug-18
132,Fayette,35-5N-1E,"Wellspring Holdings, LLC",Brummet #1,"330'S line, 770'E line of SE SW",OIL,65662,1.20513E+11,Trenton,Aug-18
133,Fayette,35-5N-1E,"Wellspring Holdings, LLC",Brummet #2,"330'N line, 330'E line of SW SW",OIL,65663,1.20513E+11,Trenton,Aug-18
134,Franklin,35-5S-1E,"Pioneer Oil Co., Inc.",Bartolotti #5,"376'N line, 252'W line of SW SE",OIL,65696,1.20553E+11,Clear Cree,Aug-18
135,Franklin,35-5S-1E,"Pioneer Oil Co., Inc.",Sesser Unit POC #35-2,"383'S line, 488'E line of SW NE",OIL,65659,1.20553E+11,Platteville,Aug-18
136,Franklin,25-5S-2E,Gesell's Pump Sales & Service,Pickens - Adams #2,"330'S line, 990'W line of SW SE",OIL,65671,1.20553E+11,Bailey,Aug-18
137,Franklin,13-7S-2E,"Lampley Oil, Inc.",Orient #2-A WI,"330'S line, 582'W line of SE NW",WI,204632,1.20553E+11,Salem,Aug-18
138,Franklin,8-7S-3E,"Lampley Oil, Inc.",Lampley - CNX 8 #1-A,"330'S line, 1900'E line of SE",OIL,65657,1.20553E+11,Warsaw,Aug-18
139,Franklin,16-7S-3E,"Lampley Oil, Inc.",Lampley - CNX 9 #3-B,"330'N line, 330'W line of NW NE",OIL,65658,1.20553E+11,Warsaw,Aug-18
140,Gallatin,35-7S-8E,"Dee Drilling Co., Inc.",Brockschmidt Estate #1,"338'S line, 331'E line of NE NW",OIL,65672,1.20593E+11,Ste Genevi,Aug-18
141,Hamilton,36-6S-5E,"Brehm Oil Company, Inc.","Moore, M. C. #3-36","330'S line, 330'W line of NE SW",OIL,65685,1.20653E+11,Aux Vases,Aug-18
142,Hamilton,36-6S-5E,"Brehm Oil Company, Inc.","Moore, M. C. #4-36","330'N line, 330'W line of NE SW",OIL,65686,1.20653E+11,Aux Vases,Aug-18
143,Jasper,15-5N-9E,"S. F. Oil Company, Inc.",Kuhl #2,"465'S line, 330'W line of SW SW",OIL,65695,1.20793E+11,McClosky,Aug-18
144,Jasper,14-7N-10E,Geier Oil Inc.,Stretcher #1-A,"330'N line, 330'E line of NE SE SE",OIL,65694,1.20793E+11,St Louis,Aug-18
145,Jasper,32-8N-14W,"Reynolds, Steven L.",Spencer #3,"990'S line, 330'W line of NW SW",OIL,65677,1.20793E+11,McClosky,Aug-18
146,Jefferson,30-3S-2E,"Countrymark Energy Resources, LLC",Panzier #7,"518'S line, 53'W line of SW NE",OIL,65673,1.20813E+11,Clear Cree,Aug-18
147,Lawrence,11-3N-12W,"CDG Operations, LLC","McPherson, R. #W-8 WSW","960'S line, 360'E line of SE",WSU,65675,1.21013E+11,Cypress,Aug-18
148,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #121-CDG","540'S line, 590'W line of SW SW",OIL,65670,1.21013E+11,Salem,Aug-18
149,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #122-CDG","558'S line, 513'E line of NE SW",OIL,65667,1.21013E+11,Salem,Aug-18
150,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #123-CDG","181'N line, 655'E line of SE SW",OIL,65666,1.21013E+11,Salem,Aug-18
151,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #125-CDG","508'N line, 11'E line of NW SW",OIL,65668,1.21013E+11,Salem,Aug-18
152,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #127-CDG","408'N line, 239'E line of SW SW",OIL,65669,1.21013E+11,Salem,Aug-18
153,Lawrence,35-3N-12W,"CDG Operations, LLC","Gould, H. H. #48-CDG","183'N line, 647'W line of SW NW",OIL,65653,1.21013E+11,Salem,Aug-18
154,Lawrence,35-3N-12W,"CDG Operations, LLC",Hulfachor #5-CDG,"367'N line, 348'W line of NW NE",OIL,65664,1.21013E+11,Salem,Aug-18
155,Lawrence,35-3N-12W,"CDG Operations, LLC","Leighty, L. K. a/c 1 (80),#105-CDG","257'N line, 50'W line of NE NW",OIL,65655,1.21013E+11,Salem,Aug-18
156,Lawrence,35-3N-12W,"CDG Operations, LLC","Leighty, L. K. a/c 1 (80),#106-CDG","542'S line, 648'W line of NW NW",OIL,65652,1.21013E+11,Salem,Aug-18
157,Lawrence,35-3N-12W,"CDG Operations, LLC","Leighty, L. K. a/c1 (80),#104-CDG","177'S line, 821'W line of NW NW",OIL,65654,1.21013E+11,Salem,Aug-18
158,Marion,5-3N-1E,Penn Energy Corp.,Nattier - Walker #1-TW-SWD,"990'N line, 1320'E line of SW",SWD,204635,1.21213E+11,Trenton,Aug-18
159,Randolph,25-6S-6W,Ebers Drilling Co.,Wilson Trust #1,"330'N line, 990'W line of SW",GAS,65693,1.21573E+11,Aux Vases,Aug-18
160,Richland,30-3N-9E,"Countrymark Energy Resources, LLC",Long #3,"404'S line, 824'E line of NW",OIL,65674,1.21593E+11,Salem,Aug-18
161,Richland,31-3N-9E,"Countrymark Energy Resources, LLC",Earnest #2,"990'N line, 330'W line of NW",OIL,65660,1.21593E+11,Warsaw,Aug-18
162,Richland,31-3N-9E,"Countrymark Energy Resources, LLC",Earnest #3,"330'N line, 330'E line of NW",OIL,65661,1.21593E+11,Warsaw,Aug-18
163,Richland,6-4N-10E,"Trojan Oil Co., Inc.",Murray #1-D,"330'S line, 330'W line of NE NW",WI,204638,1.21592E+11,St Louis,Aug-18
164,Saline,24-8S-6E,Bankston Creek Land Trust,Vulcan Materials #2-SWD,"330'S line, 330'W line of NE SW",SWD,204634,1.21652E+11,Hardinsbur,Aug-18
165,Shelby,27-10N-5E,"P & M Oil, Inc.",Chaffee #10-WI,"25'N line, 0'W line of NE NE",WI,204636,1.21732E+11,Aux Vases,Aug-18
166,Wabash,7-1S-12W,Keron Oil Development,Campbell Heirs #11,"395'S line, 394'W line of NE NE",OIL,65651,1.21853E+11,Salem,Aug-18
167,Wabash,19-2S-13W,"Countrymark Energy Resources, LLC","Schmidt, Clarence #6","430'N line, 430'E line of SW NE",OIL,65656,1.21853E+11,Bridgeport,Aug-18
168,Wayne,32-1S-9E,Southern Triangle Oil Co.,Collins Brothers #9,"273'S line, 891'W line of SW",OIL,65692,1.21913E+11,St Louis,Aug-18
