,County,Sec-Twp_Rng,Company,Well,Location,Type,Permit Number,API Number,Objective,Date
735,White,32-5S-10E,Podolsky Oil Co.,McQueen #15,"437'S line, 349'E line of SW",OIL,66424,1.21933E+11,Ullin,Jun-21
736,White,32-5S-10E,Podolsky Oil Co.,McQueen #17,"1677'S line, 1608'E line of SW",OIL,66426,1.21933E+11,Ullin,Jun-21
737,White,7-6S-10E,"Campbell Energy, LLC",Funkhouser #18-4,"345'S line, 332'W line of SW SW",OIL,66435,1.21933E+11,Fort Payne,Jun-21
738,White,18-6S-10E,"Campbell Energy, LLC",Funkhouser #18-2,"330'N line, 330'W line of NW NW",OIL,66434,1.21933E+11,Fort Payne,Jun-21
739,White,18-6S-10E,"Campbell Energy, LLC",Funkhouser #18-3,"330'N line, 330'E line of NW NW",OIL,66436,1.21933E+11,Ullin,Jun-21
740,White,2-7S-9E,"Davis, Jim Oil Trust Revocable","Jones, Tom #3","376'S line, 577'W line of SE SW",OIL,66439,1.21933E+11,Caseyville,Jun-21
741,Christian,17-14N-2W,"ITB Oil, LLC",Greffe #1,"330'S line, 420'W line of NE SW",OIL,65504,1.20213E+11,Grand Tow,Mar-18
742,Clark,30-10N-13W,"Reynolds, Steven L.",Auld #3-T,"660'S line, 330'W line of SW NW",OIL,65503,1.20233E+11,Trenton,Mar-18
743,Franklin,25-5S-2E,Gesell's Pump Sales & Service,USX #7,"330'N line, 330'W line of SW SE",OIL,65482,1.20553E+11,Platteville,Mar-18
744,Franklin,25-6S-2E,Gesell's Pump Sales & Service,Finite Crown B #18-W,"153'S line, 330'W line of SW SW",WI,204602,1.20552E+11,St Louis,Mar-18
745,Hamilton,26-5S-6E,"Wood Energy, Inc.","Wilson, P. #1","330'N line, 330'W line of SE NW",WI,204599,1.20653E+11,Salem,Mar-18
746,Hamilton,14-6S-5E,"Bi-Petro, Inc.",Sands #5-B,"330'S line, 380'E line of SE SE NW",OIL,65505,1.20653E+11,Fort Payne,Mar-18
747,Hamilton,14-6S-5E,"Bi-Petro, Inc.",Warren #3-B,"330'S line, 330'E line of SE SE SW",OIL,65507,1.20653E+11,Warsaw,Mar-18
748,Hamilton,14-6S-5E,"Bi-Petro, Inc.",Williams Heirs #3-B,"330'S line, 330'E line of SE NE SW",OIL,65506,1.20653E+11,Warsaw,Mar-18
749,Jasper,6-5N-10E,Pinnacle Exploration Corp.,Payne Heirs #9,"330'N line, 530'E line of NE NE",OIL,65520,1.20793E+11,Salem,Mar-18
750,Jefferson,30-3S-2E,"Countrymark Energy Resources, LLC",Panzier #4,"539'S line, 255'W line of NE SE",OIL,65509,1.20813E+11,Clear Cree,Mar-18
751,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #118-CDG","193'S line, 66'W line of NW SW",OIL,65523,1.21013E+11,Salem,Mar-18
752,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #119-CDG","537'S line, 330'W line of NW SW",OIL,65522,1.21013E+11,Salem,Mar-18
753,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #120-CDG","260'S line, 490'W line of SW SW",OIL,65524,1.21013E+11,Salem,Mar-18
754,Lawrence,27-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 3 #86-CDG","202'S line, 830'E line of SE SE",OIL,65527,1.21013E+11,Salem,Mar-18
755,Lawrence,27-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 3 #87-CDG","507'S line, 762'E line of SE SE",OIL,65525,1.21013E+11,Salem,Mar-18
756,Lawrence,27-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 3 #88-CDG","871'S line, 660'E line of SE SE",OIL,65526,1.21013E+11,Salem,Mar-18
757,Lawrence,34-3N-12W,"CDG Operations, LLC","Gee, S. J. a/c 1 #65-CDG","142'N line, 620'E line of SE NE",OIL,65528,1.21013E+11,Salem,Mar-18
758,Lawrence,34-3N-12W,"CDG Operations, LLC","Vandermark, L. A. #35-CDG","585'S line, 239'E line of NW NE",OIL,65483,1.21013E+11,Salem,Mar-18
759,Lawrence,34-3N-12W,"CDG Operations, LLC","Vandermark, L. A. #36-CDG","228'N line, 231'E line of NW NE",OIL,65484,1.21013E+11,Salem,Mar-18
760,Lawrence,34-3N-12W,"CDG Operations, LLC","Vandermark, L. A. #37-CDG","507'N line, 109'W line of NE NE",OIL,65529,1.21013E+11,Salem,Mar-18
761,Lawrence,35-3N-12W,"CDG Operations, LLC","Leighty, L. K. a/c 1 (80A),#103-CDG","450'N line, 100'W line of NW NW",OIL,65485,1.21013E+11,Salem,Mar-18
762,Wabash,2-1N-12W,Fossil Fueled Resources,Cusick #1,"330'N line, 330'W line of SW SW",SWD,204600,1.21853E+11,Tar Spring,Mar-18
763,Wabash,20-1N-12W,"Nichols Operating, LLC",Johnson #3-20,"333'S line, 340'E line of NW SW",OIL,65510,1.21853E+11,Benoist,Mar-18
764,Wabash,9-1S-12W,Southern Triangle Oil Co.,Zimmerman #G-2,"990'S line, 1320'W line of SE",WI,204603,1.21853E+11,Biehl,Mar-18
765,Wabash,23-2S-14W,Quantum XL LLC,Lovellette #2-WI,"338'N line, 334'W line of NW SW",SWD,204601,1.21853E+11,Tar Spring,Mar-18
766,Wayne,36-1N-6E,"Countrymark Energy Resources, LLC",Cisne State Bank #2,"332'N line, 336'E line of NW NE",OIL,65511,1.21913E+11,Salem,Mar-18
767,Wayne,36-1N-6E,"Countrymark Energy Resources, LLC",Cisne State Bank #3,"332'N line, 336'E line of SW NE",OIL,65512,1.21913E+11,Salem,Mar-18
768,White,25-3S-10E,"Shawnee Exploration Partners, LLC",Blackford #25-2,"654'N line, 330'E line of SW SE",OIL,65539,1.21933E+11,Fort Payne,Mar-18
769,White,25-3S-10E,"Shawnee Exploration Partners, LLC",Blackford #25-3,"330'S line, 25'W line of SE SE",OIL,65540,1.21933E+11,Fort Payne,Mar-18
770,White,25-3S-10E,"Shawnee Exploration Partners, LLC",Eagleson #25-2,"430'S line, 330'W line of SE SW",OIL,65532,1.21933E+11,Fort Payne,Mar-18
771,White,25-3S-10E,"Shawnee Exploration Partners, LLC",Seifried #5,"640'N line, 330'W line of NE",OIL,65531,1.21933E+11,Fort Payne,Mar-18
772,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Groff #36-01,"330'N line, 890'W line of NW",OIL,65521,1.21933E+11,Fort Payne,Mar-18
773,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Hon #36-1,"660'N line, 10'W line of NE SW",OIL,65533,1.21933E+11,Fort Payne,Mar-18
774,White,30-3S-11E,"Shawnee Exploration Partners, LLC","Seifried, Clarence #A-2","330'N line, 640'E line of SE SW",OIL,65530,1.21933E+11,Fort Payne,Mar-18
775,White,28-3S-14W,"Campbell Energy, LLC",Reeves #1,"10'N line, 405'E line of SW NE",OIL,65486,1.21933E+11,Warsaw,Mar-18
776,White,28-3S-14W,"Campbell Energy, LLC",Reeves #10,"11'N line, 558'E line of SE NW",OIL,65495,1.21933E+11,Warsaw,Mar-18
777,White,28-3S-14W,"Campbell Energy, LLC",Reeves #11,"341'N line, 356'W line of SE NW",OIL,65496,1.21933E+11,Warsaw,Mar-18
778,White,28-3S-14W,"Campbell Energy, LLC",Reeves #12,"667'S line, 236'W line of SE NW",OIL,65497,1.21933E+11,Warsaw,Mar-18
779,White,28-3S-14W,"Campbell Energy, LLC",Reeves #13,"337'S line, 189'W line of SE NW",OIL,65498,1.21933E+11,Warsaw,Mar-18
780,White,28-3S-14W,"Campbell Energy, LLC",Reeves #14,"7'S line, 356'W line of SE NW",OIL,65499,1.21933E+11,Warsaw,Mar-18
781,White,28-3S-14W,"Campbell Energy, LLC",Reeves #15,"323'N line, 596'W line of NE SW",OIL,65500,1.21933E+11,Warsaw,Mar-18
782,White,28-3S-14W,"Campbell Energy, LLC",Reeves #16,"653'N line, 531'W line of NE SW",OIL,65501,1.21933E+11,Warsaw,Mar-18
783,White,28-3S-14W,"Campbell Energy, LLC",Reeves #17,"503'S line, 129'E line of SE",OIL,65502,1.21933E+11,Warsaw,Mar-18
784,White,28-3S-14W,"Campbell Energy, LLC",Reeves #2,"340'N line, 298'E line of SW NE",OIL,65487,1.21933E+11,Warsaw,Mar-18
785,White,28-3S-14W,"Campbell Energy, LLC",Reeves #3,"670'N line, 273'E line of SW NE",OIL,65488,1.21933E+11,Warsaw,Mar-18
786,White,28-3S-14W,"Campbell Energy, LLC",Reeves #4,"339'S line, 250'E line of SW NE",OIL,65489,1.21933E+11,Warsaw,Mar-18
787,White,28-3S-14W,"Campbell Energy, LLC",Reeves #5,"9'S line, 360'E line of SW NE",OIL,65490,1.21933E+11,Warsaw,Mar-18
788,White,28-3S-14W,"Campbell Energy, LLC",Reeves #6,"175'N line, 244'W line of SW NE",OIL,65491,1.21933E+11,Warsaw,Mar-18
789,White,28-3S-14W,"Campbell Energy, LLC",Reeves #7,"505'N line, 186'W line of SW NE",OIL,65492,1.21933E+11,Warsaw,Mar-18
790,White,28-3S-14W,"Campbell Energy, LLC",Reeves #8,"173'S line, 131'W line of SW NE",OIL,65493,1.21933E+11,Warsaw,Mar-18
791,White,28-3S-14W,"Campbell Energy, LLC",Reeves #9,"157'N line, 84'W line of NW SE",OIL,65494,1.21933E+11,Warsaw,Mar-18
792,White,32-3S-14W,"Campbell Energy, LLC",Crawford #1,"336'N line, 668'E line of SE NE",OIL,65518,1.21933E+11,Fort Payne,Mar-18
793,White,32-3S-14W,"Campbell Energy, LLC",Crawford #2,"336'S line, 668'E line of SE NE",OIL,65519,1.21933E+11,Fort Payne,Mar-18
794,White,9-4S-14W,"Campbell Energy, LLC","Cantrell Calvin - Hon Unit,#2","330'N line, 477'W line of SW NE",OIL,65477,1.21933E+11,Fort Payne,Mar-18
795,White,9-4S-14W,"Campbell Energy, LLC","Cantrell Calvin - Hon Unit,#3","332'N line, 388'E line of NW SE",OIL,65478,1.21933E+11,Fort Payne,Mar-18
796,White,9-4S-14W,"Campbell Energy, LLC","Cantrell Calvin - Hon Unit,#4","332'S line, 390'E line of NW SE",OIL,65479,1.21933E+11,Fort Payne,Mar-18
797,White,9-4S-14W,"Campbell Energy, LLC","Cantrell Calvin - Hon Unit,#5","332'N line, 381'E line of SW SE",OIL,65480,1.21933E+11,Fort Payne,Mar-18
798,White,9-4S-14W,"Campbell Energy, LLC","Cantrell Calvin - Hon Unit,#6","330'S line, 387'E line of SW SE",OIL,65481,1.21933E+11,Fort Payne,Mar-18
799,White,9-4S-14W,"Campbell Energy, LLC",Cantrell Calvin Hon Unit #7,"330'N line, 669'E line of NE SW",OIL,65513,1.21933E+11,Fort Payne,Mar-18
800,White,9-4S-14W,"Campbell Energy, LLC",Cantrell Calvin Hon Unit #8,"330'S line, 619'E line of NE SW",OIL,65514,1.21933E+11,Fort Payne,Mar-18
801,White,9-4S-14W,"Campbell Energy, LLC",Cantrell Calvin Hon Unit #9,"330'N line, 669'E line of SE SW",OIL,65515,1.21933E+11,Fort Payne,Mar-18
802,White,9-4S-14W,"Campbell Energy, LLC",Cantrell Potter E #2,"329'N line, 380'E line of SW NW",OIL,65517,1.21933E+11,Fort Payne,Mar-18
803,White,9-4S-14W,"Campbell Energy, LLC",Cantrell Potter E #3,"329'S line, 379'E line of SW NW",OIL,65516,1.21933E+11,Fort Payne,Mar-18
804,White,15-4S-14W,"Campbell Energy, LLC",Jones #1,"330'N line, 678'E line of NW SW",OIL,65534,1.21933E+11,Fort Payne,Mar-18
805,White,15-4S-14W,"Campbell Energy, LLC",Jones #2,"328'S line, 674'E line of NW SW",OIL,65535,1.21933E+11,Fort Payne,Mar-18
806,White,15-4S-14W,"Campbell Energy, LLC",Jones #3,"329'N line, 330'E line of SW SW",OIL,65536,1.21933E+11,Fort Payne,Mar-18
807,White,15-4S-14W,"Campbell Energy, LLC",Jones #4,"330'S line, 330'E line of SW SW",OIL,65537,1.21933E+11,Fort Payne,Mar-18
808,White,34-4S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #E-6","345'S line, 330'E line of NE",OIL,65476,1.21933E+11,Warsaw,Mar-18
809,White,19-5S-14W,"Campbell Energy, LLC",Kempf #10,"330'N line, 330'E line of NE SE",OIL,65508,1.21933E+11,Fort Payne,Mar-18
810,Franklin,5-7S-4E,"Prairie Resources, Inc.",Midyett Heirs #1,"1284'S line, 793'W line of SW",OIL,65886,1.20553E+11,Fort Payne,Mar-19
811,Richland,31-5N-10E,"Tri-State Prod. & Dev., Inc.",Kermicle - Pottorff Unit #17,"330'N line, 260'E line of SE SE",OIL,65892,1.21593E+11,Salem,Mar-19
812,Wabash,5-2S-13W,"Universal Operating, Inc",Alka #4,"520'N line, 330'E line of SW SE",OIL,65899,1.21853E+11,Salem,Mar-19
813,Wabash,22-3S-14W,"Pioneer Oil Co., Inc.",Helm #22-12,"338'S line, 659'W line of NW SW SE",OIL,65902,1.21853E+11,Warsaw,Mar-19
814,Wabash,23-3S-14W,"Pioneer Oil Co., Inc.",Helm #23-4,"337'N line, 693'W line of NW NE",OIL,65901,1.21853E+11,Warsaw,Mar-19
815,Wabash,23-3S-14W,"Pioneer Oil Co., Inc.",Helm #23-8,"342'N line, 333'W line of SW NW",OIL,65903,1.21853E+11,Warsaw,Mar-19
816,Wabash,27-3S-14W,"Pioneer Oil Co., Inc.",Helm #27-10,"334'N line, 345'W line of NW SE",OIL,65906,1.21853E+11,Warsaw,Mar-19
817,Wabash,27-3S-14W,"Pioneer Oil Co., Inc.",Helm #27-2,"330'N line, 543'W line of NW NE",OIL,65904,1.21853E+11,Warsaw,Mar-19
818,Wabash,27-3S-14W,"Pioneer Oil Co., Inc.",Helm #27-6,"331'N line, 661'W line of SW NE",OIL,65905,1.21853E+11,Warsaw,Mar-19
819,White,8-4S-14W,"Campbell Energy, LLC","Barger - Cox, L. P. #1","356'N line, 340'W line of NE NE",OIL,65907,1.21933E+11,Fort Payne,Mar-19
820,White,8-4S-14W,"Campbell Energy, LLC","Barger - Cox, L. P. #2","353'S line, 340'W line of SE NE",OIL,65908,1.21933E+11,Fort Payne,Mar-19
821,White,9-4S-14W,"Campbell Energy, LLC",Barger - Potter #1,"330'N line, 373'E line of NE NW",OIL,65909,1.21933E+11,Fort Payne,Mar-19
822,White,9-4S-14W,"Campbell Energy, LLC","Cantrell - Boultinghouse #9,1","- 665'N line, 335'W line of SE SE",OIL,65893,1.21933E+11,Fort Payne,Mar-19
823,White,9-4S-14W,"Campbell Energy, LLC","Cantrell - Boultinghouse #9,2","- 330'N line, 330'E line of SE SE",OIL,65894,1.21933E+11,Fort Payne,Mar-19
824,White,9-4S-14W,"Campbell Energy, LLC",Cantrell - Potter #E-4,"420'N line, 334'E line of NW NW",OIL,65897,1.21933E+11,Fort Payne,Mar-19
825,White,9-4S-14W,"Campbell Energy, LLC",Cantrell - Potter #E-5,"10'S line, 334'E line of NW SW",OIL,65898,1.21933E+11,Fort Payne,Mar-19
826,White,9-4S-14W,"Campbell Energy, LLC","Cantrell Calvin Hon Unit,#10","344'S line, 334'E line of SE SW",OIL,65910,1.21933E+11,Fort Payne,Mar-19
827,White,15-4S-14W,"Campbell Energy, LLC",Cantrell - Smith #C-1,"330'N line, 10'E line of NW SW NW",OIL,65895,1.21933E+11,Fort Payne,Mar-19
828,White,15-4S-14W,"Campbell Energy, LLC",Cantrell - Smith #C-2,"660'N line, 340'E line of SW NW",OIL,65896,1.21933E+11,Fort Payne,Mar-19
829,White,15-4S-14W,"Campbell Energy, LLC","Cox, L. P. #3","420'S line, 339'W line of NW SE",OIL,65900,1.21933E+11,Fort Payne,Mar-19
830,White,16-4S-14W,"Campbell Energy, LLC",Barger - Skiles #4,"665'N line, 680'W line of NE SW",OIL,65888,1.21933E+11,Fort Payne,Mar-19
831,White,16-4S-14W,"Campbell Energy, LLC",Barger - Skiles #5,"332'N line, 336'W line of NW SE",OIL,65889,1.21933E+11,Fort Payne,Mar-19
832,White,16-4S-14W,"Campbell Energy, LLC",Barger - Skiles #6,"332'S line, 335'W line of NW SE",OIL,65890,1.21933E+11,Fort Payne,Mar-19
833,White,16-4S-14W,"Campbell Energy, LLC",Barger - Skiles #7,"660'N line, 336'E line of NW SE",OIL,65891,1.21933E+11,Ullin,Mar-19
834,White,"30-5S-9E,25-5S-10E",Wabash Prod. & Dev. Corp.,"Williams,Clara #WI-1","330'N line, 330'E line of SW SE","WI,CMM",204677,"121930212705.0,121933372000.0","Cypress,Herrin Coa",Mar-19
835,Clinton,24-1N-1W,"Stewart Producers, Inc.",Knostman #2-WI,"1485'N line, 850'W line of NE SE",WI,204744,1.2027E+11,Caseyville,Mar-20
836,Clinton,3-1S-5W,"Oelze Equipment Co., L.L.C.","Harpstrite, A. H. #2","330'N line, 330'W line of SW NE",OIL,66243,1.2027E+11,"Moccasin,Springs",Mar-20
837,Franklin,29-5S-3E,Gesell's Pump Sales & Service,Bauer #1-W,"330'N line, 330'E line of SW NE",WI,204742,1.20553E+11,Ullin,Mar-20
838,Gallatin,21-8S-9E,"Hudson, Larry A.",Schiff #1-WIW,"330'N line, 330'E line of SE NE",WI,204747,1.2059E+11,Palestine,Mar-20
839,Gallatin,15-9S-9E,"Dee Drilling Co., Inc.",Howard Bros. #A-18WIW,"313'S line, 314'E line of SE SE",WI,204748,1.20593E+11,Aux Vases,Mar-20
840,Jasper,10-8N-10E,Geier Oil Inc.,"Cummins, C. R. #1-A","330'N line, 330'W line of SW SE",OIL,66234,1.20792E+11,Ste Genevi,Mar-20
841,Madison,15-4N-6W,"Kiec, Inc",Dietz #1-R HOR,"330'S line, 330'W line of NE SW",OIL,66241,1.21193E+11,"Moccasin,Springs",Mar-20
842,Saline,21-8S-5E,"Campbell Energy, LLC","Garner, Wayman #1","330'N line, 330'W line of SW NW",WI,204745,1.2165E+11,Cypress,Mar-20
843,Wabash,9-1S-12W,Keron Oil Development,Peach etal Unit #2-SWD,"960'N line, 1375'W line of SW",WI,204743,1.21853E+11,Salem,Mar-20
844,Wabash,29-2S-13W,"B & H Producing, Inc.","Mussett, S. NCT-2 (Tr. 11),#4-C","347'S line, 314'E line of SW NW",OIL,66222,1.2185E+11,Cypress,Mar-20
845,White,20-3S-8E,"Wood Energy, Inc.",Miller - Andrews #23,"330'S line, 330'E line of SE SW SW",OIL,66227,1.21933E+11,Bailey,Mar-20
846,White,25-3S-10E,Shawnee Exploration Partners LLC,Blackford #25-4,"20'S line, 20'W line of NW SE SE",OIL,66242,1.21933E+11,Fort Payne,Mar-20
847,White,8-4S-14W,"Campbell Energy, LLC",Cantrell Potter #K-5,"593'S line, 330'W line of NE SE",OIL,66223,1.21933E+11,Fort Payne,Mar-20
848,White,8-4S-14W,"Campbell Energy, LLC",Cantrell Potter #K-6,"383'S line, 358'E line of NE SE",OIL,66224,1.21933E+11,Fort Payne,Mar-20
849,White,8-4S-14W,"Campbell Energy, LLC",DLH #2,"329'S line, 380'E line of NE NW",OIL,66228,1.21933E+11,Fort Payne,Mar-20
850,White,8-4S-14W,"Campbell Energy, LLC",DLH #3,"329'N line, 447'E line of SE NW",OIL,66229,1.21933E+11,Fort Payne,Mar-20
851,White,8-4S-14W,"Campbell Energy, LLC",DLH #4,"465'S line, 485'E line of SE NW",OIL,66230,1.21933E+11,Fort Payne,Mar-20
852,White,8-4S-14W,"Campbell Energy, LLC",DLH #5,"330'N line, 339'E line of NW NW",OIL,66231,1.21933E+11,Fort Payne,Mar-20
853,White,8-4S-14W,"Campbell Energy, LLC",DLH #6,"329'S line, 340'E line of NW NW",OIL,66232,1.21933E+11,Fort Payne,Mar-20
854,White,8-4S-14W,"Campbell Energy, LLC",DLH #7,"328'N line, 340'E line of SW NW",OIL,66233,1.21933E+11,Fort Payne,Mar-20
855,White,8-4S-14W,"Campbell Energy, LLC",Herndon #3,"657'N line, 330'E line of NW NE",OIL,66226,1.21933E+11,Fort Payne,Mar-20
856,White,8-4S-14W,"Campbell Energy, LLC",Herndon #4,"657'S line, 330'E line of SW NE",OIL,66225,1.21933E+11,Fort Payne,Mar-20
857,White,16-4S-14W,"Loeb, Herman L. LLC",Ford #1-16,"330'N line, 330'E line of SE SW",OIL,66235,1.21933E+11,Fort Payne,Mar-20
858,White,16-4S-14W,"Loeb, Herman L. LLC",Ford #2-16,"345'S line, 330'E line of SE SW",OIL,66236,1.21933E+11,Fort Payne,Mar-20
859,White,20-4S-14W,"Loeb, Herman L. LLC",Gray #3-20,"430'N line, 500'W line of SW NE",OIL,66239,1.21933E+11,Fort Payne,Mar-20
860,White,20-4S-14W,"Loeb, Herman L. LLC",Gray #4-20,"440'S line, 400'W line of SW NE",OIL,66240,1.21933E+11,Fort Payne,Mar-20
861,White,22-4S-14W,"Loeb, Herman L. LLC",Ford #4-22,"420'S line, 330'E line of NE SW",OIL,66238,1.21933E+11,Fort Payne,Mar-20
862,White,13-6S-10E,"Brookston Resources, Inc.","Karch, H. J. ""A"" #10","360'S line, 330'W line of SE SW",WI,204746,1.21933E+11,Cypress,Mar-20
863,Franklin,25-5S-2E,Gesell's Pump Sales & Service,USX #10,"360'S line, 330'E line of SW NE",OIL,66370,1.20553E+11,Bailey,Mar-21
864,Hamilton,12-6S-7E,"Webb, Patrick Oil L.L.C.",Webb - Mitchell #1-INJ,"660'N line, 330'E line of SE",WI,204774,1.20653E+11,Ullin,Mar-21
865,Marion,6-1N-2E,Citation Oil & Gas Corp.,Salem Unit #179-20,"660'N line, 330'E line of NW SE",GI,204772,1.2121E+11,Grand Tow,Mar-21
866,Wabash,12-1S-13W,"Keepes Petroleum, Inc.","Sharp, Alvin #1-SWD","990'N line, 330'E line of NW SW",SWD,204773,1.21853E+11,Bethel,Mar-21
867,Washington,31-3S-5W,Ameren Illinois Company,Tilden #7-HOR,"316'N line, 953'W line of NW",GST,66371,1.21892E+11,Cypress,Mar-21
868,Washington,31-3S-5W,Ameren Illinois Company,Tilden #8-HOR,"317'N line, 903'W line of NW",GST,66373,1.21892E+11,Cypress,Mar-21
869,Washington,31-3S-5W,Ameren Illinois Company,Tilden #9-HOR,"318'N line, 854'W line of NW",GST,66372,1.21892E+11,Cypress,Mar-21
870,Wayne,12-3S-7E,"Mid-States Oil, LLC",Ricketts #83-12,"990'S line, 330'E line of SE NE",OIL,66364,1.21913E+11,Ullin,Mar-21
871,White,25-3S-10E,"Shawnee Exploration Partners, LLC",Eagleson #25-3,"245'S line, 455'E line of NE SW",OIL,66368,1.21933E+11,Fort Payne,Mar-21
872,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Hon #36-6,"330'N line, 21'E line of SW SW",OIL,66369,1.21933E+11,Fort Payne,Mar-21
873,White,22-4S-14W,Citation Oil & Gas Corp.,"Ford, Harry C. #14","380'N line, 330'W line of NE",OIL,66366,1.21931E+11,Ullin,Mar-21
874,White,22-4S-14W,Citation Oil & Gas Corp.,"Ford, Harry C. #17","330'N line, 990'W line of SE",OIL,66367,1.21933E+11,Ullin,Mar-21
875,White,26-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #50","330'N line, 330'E line of NW NW",OIL,66376,1.21931E+11,Ullin,Mar-21
876,White,27-4S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #C-11","1005'S line, 330'W line of SW",OIL,66365,1.2193E+11,Ullin,Mar-21
877,White,34-4S-14W,Citation Oil & Gas Corp.,"Ford, H. C. ""D"" #14","330'S line, 330'E line of NE NW",OIL,66375,1.2193E+11,Ullin,Mar-21
878,White,34-4S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #D-24","1880'N line, 330'E line of NW",OIL,66374,1.21933E+11,Ullin,Mar-21
879,White,4-5S-14W,Citation Oil & Gas Corp.,"Greathouse, E. S. #10","990'N line, 990'E line of NE",OIL,66378,1.21931E+11,Ullin,Mar-21
880,White,4-5S-14W,Citation Oil & Gas Corp.,"Greathouse, E. S. #20","330'S line, 330'E line of NE",OIL,66377,1.21931E+11,Ullin,Mar-21
881,Bond,21-5N-4W,"Middleton, Robert Jr.",Stone #7,"330'S line, 660'W line of SE NE",OIL,65567,1.20052E+11,Spoon,May-18
882,Bond,22-5N-4W,"Countrymark Energy Resources, LLC",Zobrist #4-T,"333'N line, 333'W line of SW SW",OIL,65579,1.20052E+11,Trenton,May-18
883,Bond,22-5N-4W,"Countrymark Energy Resources, LLC",Zobrist #5-T,"333'S line, 370'W line of NW SW",OIL,65580,1.20052E+11,Trenton,May-18
884,Crawford,2-7N-13W,"Maus's Well Service, Inc.","Dart, H. #4","360'N line, 330'W line of NW SW",OIL,65586,1.20334E+11,Robinson,May-18
885,Crawford,2-7N-13W,"Maus's Well Service, Inc.","Dart, H. #5","360'N line, 330'W line of SW SW",OIL,65587,1.20334E+11,Robinson,May-18
886,Crawford,2-7N-13W,"Maus's Well Service, Inc.","Dart, H. #6","360'N line, 330'E line of SW SW",OIL,65588,1.20334E+11,Robinson,May-18
887,Crawford,2-7N-13W,"Maus's Well Service, Inc.","Dart, H. #7","330'S line, 330'W line of SW SW",OIL,65589,1.20334E+11,Robinson,May-18
888,Crawford,2-7N-13W,"Maus's Well Service, Inc.","Dart, H. #8","360'S line, 330'E line of SW SW",OIL,65590,1.20334E+11,Robinson,May-18
889,Franklin,35-5S-1E,"Countrymark Energy Resources, LLC",Bartolotti #4,"490'N line, 405'E line of SW SE",OIL,65572,1.20553E+11,Ste Genevi,May-18
890,Franklin,35-5S-1E,"Countrymark Energy Resources, LLC",Bartolotti #5,"376'N line, 252'W line of SW SE",OIL,65573,1.20553E+11,Ste Genevi,May-18
891,Franklin,30-5S-2E,"Stewart Producers, Inc.",Illinois Minerals #30-3,"338'S line, 236'E line of SE NW",OIL,65581,1.20553E+11,Aux Vases,May-18
892,Gallatin,21-8S-9E,"Hudson, Larry A.",Schiff #1-WIW,"330'N line, 330'E line of SE NE",WI,204624,1.2059E+11,Palestine,May-18
893,Hamilton,21-6S-5E,"Webb, Patrick Oil L.L.C.",Webb - Johnson #6,"330'N line, 330'E line of NW SW",OIL,65597,1.2065E+11,Fort Payne,May-18
894,Jefferson,32-3S-2E,"Countrymark Energy Resources, LLC",Soaper #4,"428'N line, 600'E line of SW NW",OIL,65574,1.20813E+11,Warsaw,May-18
895,Jefferson,11-4S-2E,"Heck Dalby Buckles', LLC",Heck - Dalby #3-WIW,"330'N line, 330'E line of SW SW",WI,204623,1.20812E+11,Rosiclare,May-18
896,Lawrence,5-3N-12W,"CDG Operations, LLC","Robins, W. E. a/c 1 #94-CDG","827'S line, 992'E line of SE SE",OIL,65565,1.21013E+11,Salem,May-18
897,Lawrence,14-3N-12W,"Zanetis Oil Company, LLC",Rogers #3-D,"330'N line, 380'E line of SW NW",OIL,65591,1.21013E+11,Warsaw,May-18
898,Lawrence,26-3N-12W,"CDG Operations, LLC",Hulfachor #1-CDG,"330'N line, 360'E line of NW SE",OIL,65568,1.21013E+11,Salem,May-18
899,Lawrence,26-3N-12W,"CDG Operations, LLC",Hulfachor #2-CDG,"501'S line, 330'E line of NW SE",OIL,65569,1.21013E+11,Salem,May-18
900,Lawrence,26-3N-12W,"CDG Operations, LLC",Hulfachor #3-CDG,"239'N line, 330'E line of SW SE",OIL,65570,1.21013E+11,Salem,May-18
901,Lawrence,26-3N-12W,"CDG Operations, LLC",Hulfachor #4-CDG,"437'S line, 330'E line of SW SE",OIL,65571,1.21013E+11,Salem,May-18
902,Lawrence,27-3N-12W,"Zanetis Oil Company, LLC",Buchanan #1,"400'S line, 330'E line of SW SW",OIL,65566,1.21013E+11,Fort Payne,May-18
903,Lawrence,34-3N-12W,"CDG Operations, LLC","Gee, S. J. a/c 1 #66-CDG","1076'N line, 1965'E line of NE",OIL,65578,1.21013E+11,Salem,May-18
